"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"314",3525,156.977665247225,156.977458071638,156.977854966094,505.17692565918,502.646362304688,507.962554931641,4,4,102145.392219169,159946.987773714,2244079.97436976,2287067.48622068,2075517.13156162,1762048.26426817,1812052.0075103,724911.575855928,2607603.80981445,2684943.34406704,2567577.66296456,1818778.28586737,1428976.19520101,2248118.25930047,1849706.12135379,1467913.64759288,1572568.64524441,1720508.49679438,1947114.94828966,2232698.41637587,"I156.9777R8.42","M157T505_1",8.41961542765299,"HILICPos",131046.189996442,2012208.98607216,1817612.73996441
"315",3526,156.977525158124,156.977495683904,156.977594582528,562.798583984375,558.2861328125,573.566650390625,5,4,481224.942700202,435933.58281543,2192161.92030907,3094161.08876872,2566480.69491993,2076553.82342982,5531900.92616002,2440881.29675479,3036018.25472116,3120702.41886679,1132891.17447187,2562722.70870193,1918044.42730037,3031999.3468523,2110650.60195398,1586964.78711434,1675526.77890778,2235567.2566074,795949.628327018,2589879.99630642,"I156.9775R9.38","M157T563",9.37997639973958,"HILICPos",458579.262757816,2149743.11501095,2983689.95839039
"316",3527,156.97750296875,156.977471285563,156.977560741283,598.921691894531,587.985717773438,610.358154296875,5,5,1023442.50775106,910155.270424241,5398420.32908821,3449035.34676092,6093097.92972679,4468507.03807116,5205404.68212544,4025322.13499999,6348465.37389755,6121184.78504238,3961490.32246875,5161408.64771712,4132089.79798372,6312976.48437514,4594048.60490518,3880234.69456404,3901732.95530434,4458129.34005419,4899598.46771121,5650741.62042456,"I156.9775R9.98","M157T599",9.98202819824219,"HILICPos",966798.88908765,4951841.75787068,4773297.91012875
"317",3570,157.076159666708,157.076118477426,157.076240246259,153.486358642578,151.664,153.576904296875,5,5,308308.623251855,334865.604752953,66875.1794501952,1562377.30537205,1744809.63334132,665156.543156551,521547.184518257,896649.688197027,225181.289913175,353314.697011364,311650.520738281,963964.23029229,1268900.18631558,1125841.28871615,1405990.61948097,71385.0724218748,912123.164298769,644030.189073513,1667618.9802848,1601136.12974264,"I157.0762R2.56","M157T153_2",2.5581059773763,"HILICPos",321587.114002404,879261.364024117,909569.255672567
"318",3573,157.083469683803,157.08337219393,157.083615506742,155.535652160645,154.429382324219,157.295349121094,20,20,277642.316651367,328981.266561718,1412954.65389062,1819994.00780625,1770675.72532732,803455.325356159,751830.219504493,1292928.36717891,1044667.74419682,1496899.94633438,1430191.30217045,931387.050338543,1588767.362125,1388707.16884375,1425841.92975703,1398209.03794292,1021240.65260547,836565.531135416,2221460.4316843,1944054.20771191,"I157.0835R2.59","M157T156",2.59226086934408,"HILICPos",303311.791606543,1393999.36373717,1308639.71651063
"319",3574,157.082215519152,157.082122970939,157.082279876586,456.415451049805,455.747985839844,458.754455566406,8,8,779003.044919407,831808.712107301,14140010.9632551,584766.737439658,1180208.13000718,11792057.367215,694432.468088379,10941616.5863824,19525162.0879071,1698088.62261149,5614092.06888335,8786681.99068809,9543263.34155577,319367.01353125,12214345.4013956,12766919.7159116,11628791.9881445,16890643.809519,355784.139379991,941278.448762186,"I157.0822R7.61","M157T456_2",7.60692418416341,"HILICPos",805405.878513354,8357034.88569083,6555515.37539795
"320",3578,157.09713556636,157.097057603852,157.097254883701,470.089981079102,468.989379882812,470.839660644531,18,18,1087674.08558332,1172792.51464326,94803409.2908572,89702782.7886296,91446440.7608235,57454918.7811295,52557427.3657694,57253033.4442174,116653267.939755,114467081.661406,140925137.478463,54563735.41798,61711125.1801215,58437147.5619116,66897195.2185506,66801412.3473897,59050305.4515354,82868982.8469454,113262649.118557,144390718.131117,"I157.0971R7.83","M157T470",7.83483301798503,"HILICPos",1130233.30011329,90002396.5294777,73869668.7385711
"321",3579,157.097159549664,157.097057505514,157.097253363754,500.519653320312,498.559295654297,501.371,16,16,1229170.44505715,1278592.46278118,98042068.9766249,98335578.7033909,91744889.7670162,55371738.1688916,46129007.1711157,52558750.6706467,124972128.126934,125696083.9431,151838349.555152,47432819.1258298,54035345.7617382,48880227.782931,61234702.445612,73104209.3215468,68176982.1869565,87410368.5813187,116161547.243258,162946290.154523,"I157.0972R8.34","M157T501",8.34199422200521,"HILICPos",1253881.45391916,93490754.519075,73697005.576281
"322",3589,157.122383528999,157.12230209867,157.122591325342,122.714340209961,121.70622253418,124.215873718262,8,8,83337.0864056617,83063.7628362,279727.717761509,133010.038875,111766.626585937,68077.3094411621,277730.750719879,318270.524534892,431215.745268959,486790.099983984,262554.564440012,170149.914773437,320813.585035527,248143.531626611,190236.55802362,241366.604451758,325432.431355807,339902.731057757,563403.617143555,415605.023471875,"I157.1224R2.05","M157T123",2.04523900349935,"HILICPos",83200.4246209308,332967.867219409,198097.16131973
"323",3616,158.02451818292,158.024306496493,158.024618445891,268.026611328125,265.547058105469,270.620544433594,12,12,17900.085613057,0,224506.36833496,79229.885614859,61027.9699460349,40259.8420311754,45030.7963998057,54492.2829679139,128646.75908526,44825.0637204861,79118.6264158381,102850.753531161,76774.8886262555,151061.839672092,314504.411993199,269629.673921645,366918.214116762,223698.068107873,201739.073788644,43386.6376981302,"I158.0245R4.47","M158T268",4.46711018880208,"HILICPos",8950.0428065285,166929.500889779,84091.1908824581
"324",3621,158.04033092418,158.040235466432,158.040483087899,483.322311401367,478.301727294922,486.471008300781,6,6,199654.577810844,73944.7956351724,2933533.785468,2173780.97528676,2264041.89907739,5410444.69217857,3102946.58525229,2697735.3111819,1826390.11319278,1774644.35541094,997121.779840794,3773752.64173434,4831206.05586672,2940478.30001587,3271915.45391568,5009004.37166816,5408858.17170999,4562899.43892459,3877845.35133306,2452315.02355595,"I158.0403R8.06","M158T483",8.05537185668945,"HILICPos",136799.686723008,3393869.25476407,3097080.54140749
"325",3622,158.043646748072,158.043391859563,158.043762207622,330.846969604492,327.773223876953,333.195953369141,12,12,5503.39736657341,0,517688.892376674,284391.12052043,349711.343727526,134475.359761827,142388.668088565,52282.0641254887,234065.987216798,107255.032709636,89587.7218339845,337063.191893943,542016.667455358,422095.283283069,492416.111875621,455962.042718897,637961.646921192,322186.719187005,415620.793439999,283771.236382812,"I158.0436R5.51","M158T331",5.51411616007487,"HILICPos",2751.69868328671,361666.869576526,246822.908100085
"326",3626,158.081283798558,158.081136202666,158.081506254909,533.241760253906,528.331970214844,536.452758789062,13,13,1513355.87787606,1589631.52893435,8752673.28900654,7079685.87554007,5655352.37766997,4038571.45515235,3206827.47145844,3616006.23762518,5778901.69654604,3495253.94983538,3338375.6522026,7864639.62835363,12272306.4918544,6775446.24690528,9353666.58454861,9462945.50003017,12172059.6617275,6219550.42783517,4910883.24654785,5528171.54886682,"I158.0813R8.89","M158T533",8.88736267089844,"HILICPos",1551493.70340521,7264350.05293779,5391519.45107543
"327",3627,158.081239835171,158.081085184006,158.081352530714,567.372497558594,555.838562011719,571.276,15,15,1186596.36077161,1312516.81350899,4821569.43274252,5649163.94925799,3499693.10316088,3668816.89801902,4673907.16148168,3195038.59491144,22104177.3416599,17052618.2728136,2421168.51236957,7352095.67258167,9365020.9548255,5316704.66959963,6379748.3624458,8204751.13022232,6780648.25794309,4888927.00103962,21199970.8130328,5449946.06969313,"I158.0812R9.46","M158T567",9.45620829264323,"HILICPos",1249556.5871403,9709648.08818555,4251364.85659559
"328",3633,158.094361759951,158.094244655306,158.09681037541,501.36279296875,499.726867675781,504.267456054688,4,4,394241.193145964,443893.116790189,4056887.1474308,3734845.92899513,3767279.10145315,2349355.71797689,1935537.89862704,2100375.53851234,234850.688583442,4707819.55143547,5866663.75861443,130437.274716422,2284572.95949926,1930887.67205586,2377010.79199473,3054691.00956095,2539026.30842686,3765223.87068807,158828.044450581,88245.5407945317,"I158.0944R8.36","M158T501",8.35604654947917,"HILICPos",419067.154968077,2261521.45590172,2990713.55549922
"329",3636,158.100404907255,158.100310032606,158.100484953546,470.069702148438,468.989379882812,471.022,17,17,834908.622483191,847779.225154689,6408246.99901876,6059711.97140626,6386130.8561743,3865148.00381463,3539692.02948926,3746392.30416483,8508508.775061,8424832.26289434,10081341.8113577,3312578.9263125,3968425.11604954,4296947.13617093,7479774.51048367,4591409.79988094,4020336.01220844,5838589.71655274,7805591.70866563,10283408.2068815,"I158.1004R7.83","M158T470",7.83449503580729,"HILICPos",841343.92381894,6550978.66520991,5000887.02734467
"330",3637,158.100469045616,158.100358051478,158.100562355334,500.33723449707,498.559295654297,501.479431152344,16,16,1029703.18312649,1130075.09426683,7308930.31667292,6668898.65677874,6455509.80189678,3844836.66969335,3212367.75854792,3695617.1687681,8855318.23443426,9059725.57480226,10705625.9441451,3277168.00531406,3455953.48070068,3667296.84860402,4358299.82283614,5187063.91794129,4360386.69705844,6423423.50286865,8519018.2133771,12113237.8205655,"I158.1005R8.34","M158T500",8.33895390828451,"HILICPos",1079889.13869666,6665209.83855396,5197693.39539297
"331",3638,158.117562583941,158.117477394033,158.117697543978,402.783554077148,397.766967773438,404.623443603516,18,18,1347301.30194439,1378407.22883888,91542234.7852864,87944079.8484145,81182165.6282882,39975491.4766067,40517581.7816526,41100437.6015625,46737989.1657573,37516832.0529438,49993980.6888167,161707989.143128,170847103.106241,166013049.413885,43466078.0417579,44936059.6636845,47653248.4951342,63558687.6608544,61590786.1342187,108936357.754094,"I158.1176R6.71","M158T403",6.71305923461914,"HILICPos",1362854.26539164,83579846.7767096,63710331.8536351
"332",3639,158.117569274019,158.117423969881,158.1176459655,582.667816162109,566.479675292969,584.944091796875,16,15,865536.017385343,964908.234210597,26683304.2146563,22715240.1363125,19146144.6943542,9431283.35409371,10802388.2041561,11577905.0841612,60084029.453429,18835767.2517119,26037501.9441303,102105712.171605,32023745.8639584,25032742.3751876,16598454.589,21506017.4601574,25772320.9901152,24424403.514337,58653749.8741327,29326058.1529999,"I158.1176R9.71","M158T583",9.71113026936849,"HILICPos",915222.12579797,36700041.9700637,16726044.281289
"333",3640,158.117543181973,158.117451408984,158.117629259852,599.190795898438,591.871215820312,601.989624023438,15,15,1006984.57037783,943486.896995703,20109811.3014687,15595856.0327714,12747270.4394449,19296163.0874662,22836154.9611082,15648539.7259689,17768064.2249519,12782558.0067383,17541229.111111,18067241.9065119,23754643.6334999,16755307.452048,13095666.3485156,18362030.268567,13451529.4654875,68752608.4114522,16128911.0070992,21870993.6848744,"I158.1175R9.99","M158T599",9.98651326497396,"HILICPos",975235.733686766,21527565.2934047,17705632.5913714
"334",3649,158.153924102031,158.153876004636,158.154036292385,552.189514160156,546.817932128906,564.496032714844,11,11,7728284.97524234,7602622.26969739,17324474.281332,80746235.7622906,71752802.1816005,40433830.7724277,39686189.2398282,44879500.54432,36815958.1161627,90324556.8185042,96672756.4811757,8825703.44093668,11714901.1966813,12780667.2161175,25260588.5545349,88277438.2053852,92791520.203125,34884274.1187069,85900927.5200527,122985985.728558,"I158.1539R9.2","M158T552",9.20315856933594,"HILICPos",7665453.62246986,58936273.1333284,49137172.1302998
"335",3650,158.153996532019,158.153966230675,158.15400564247,573.577972412109,570.439086914062,575.54443359375,4,4,7785638.02316284,8026904.28708621,58832779.1051249,28022856.1675131,27117356.9383896,32910289.1668337,13945445.1616124,14033034.1486271,76468416.2531917,32114099.399487,37622191.4675911,10750937.7516968,10395200.4081444,8879623.33824549,73728499.4683334,63919890.6814715,51409487.4471312,52984897.5574596,25119240.7020358,42371039.0753136,"I158.154R9.56","M158T574",9.55963287353516,"HILICPos",7906271.15512452,40480293.6291751,29143626.7813501
"336",3666,159.027729291896,159.027661294612,159.027878049623,392.597290039062,386.630462646484,405.775695800781,21,18,599649.821026449,622266.341203944,13993605.4277305,11151369.5722238,10011821.745776,10651302.358274,7511706.99813954,6942277.07394157,9442163.09321113,7452806.82108685,5746682.63966,16336796.0398402,19015962.1615994,17156247.159361,12124000.0207288,9013083.74241063,11943822.6283506,14702553.5170269,13108271.9782193,9462559.84326372,"I159.0277R6.54","M159T393",6.54328816731771,"HILICPos",610958.081115196,12125412.4703965,10043680.5293476
"337",3689,159.120929790311,159.120837658613,159.121084531681,402.913940429688,400.582214355469,403.804290771484,15,15,1022950.75391631,1032512.86643175,6804859.58351601,8257175.82254792,6839186.7274413,3617789.79782741,3244851.10689045,3242556.17103814,3921566.15875522,3091447.59973311,4764643.61891879,12906945.1011719,14413533.1898703,13699873.3944922,3186411.89216815,3778291.17815114,3993596.6215673,3310587.3412399,5290685.79926547,10050529.8378574,"I159.1209R6.72","M159T403",6.71523234049479,"HILICPos",1027731.81017403,6867342.64443257,5334403.20154354
"338",3693,159.157225172003,159.157158274802,159.157329574795,552.92578125,547.833801269531,564.496032714844,11,11,464163.732342443,533203.920365478,1104759.16570091,7436791.13427112,6985180.78139404,3441266.51063488,3964346.26284614,4097892.42208651,2919569.69419145,9029757.91900259,8493361.30277498,88240.1512213462,199809.93301785,362551.708203071,1820651.25693959,8240067.84448382,8492166.3048686,2743382.70736497,7636540.98342329,11691360.3126602,"I159.1572R9.22","M159T553",9.2154296875,"HILICPos",498683.826353961,5143121.67651265,4505039.37948893
"339",3694,159.157317158397,159.157307734956,159.157336041741,574.5302734375,570.439086914062,575.54443359375,4,4,660096.505050789,754637.153935335,5647039.64175585,3613114.17923863,3332410.44887779,3616630.86755072,1613290.83101641,1635786.98716307,8109340.54541274,3941134.45955582,4589873.56264804,611013.479951655,467179.240687372,495720.799724433,6903271.5386476,7669812.04568771,6238343.90858197,5211985.59039,3239007.12450967,5232203.22558142,"I159.1573R9.58","M159T575",9.57550455729167,"HILICPos",707366.829493062,4392407.12678154,3243045.49260041
"340",3704,160.030953661212,160.030777431523,160.031096343761,395.590972900391,392.489898681641,405.775695800781,15,14,0,0,413670.850904119,496490.409920455,8690628.43202072,478245.002783203,226286.265913215,194828.088723572,5454716.44119701,205185.633310547,11994721.1540142,889028.269795861,502409.119238002,733143.109653931,6421769.70842094,269563.011896924,570049.309315294,560539.550680245,492842.366211996,90038.081859375,"I160.031R6.59","M160T396",6.59318288167318,"HILICPos",0,2348667.14629953,1750024.84171088
"341",3706,160.036883924913,160.036793861974,160.036999517235,379.505002441406,377.452392578125,381.396301269531,18,18,0,0,67333446.0745572,60513456.110973,59331238.4326042,32896792.7891768,31317467.8495108,29772254.0353843,43686007.9581492,50204460.870586,79646061.9787889,94214855.8645971,84970267.9544275,73369964.643187,45836978.4720779,54772623.6126427,50360432.1334228,69469740.7993089,55887586.9019368,69487537.3330035,"I160.0369R6.33","M160T380",6.32508337402344,"HILICPos",0,64325543.2101774,46860775.8820344
"342",3712,160.075593203257,160.075389036245,160.075893652547,161.029098510742,156.37744140625,165.850891113281,16,16,45522.0377578124,168930.089621526,549582.650281808,284429.636627494,302103.825609375,569478.978540421,307191.455321088,283459.079944685,875878.766359914,806837.789298393,882721.410911133,471605.870911486,119430.526309989,384350.418045577,758819.011424851,739928.867983532,780795.066853778,522768.567776855,436206.949432324,565683.974847406,"I160.0756R2.68","M160T161",2.68381830851237,"HILICPos",107226.063689669,612085.601679603,382707.604387478
"343",3715,160.078984399609,160.078913536817,160.079137125709,140.984344482422,140.059204101562,142.06982421875,7,7,9653.05968251228,44339.2472020641,91948.0744132489,94047.5659527071,49317.9885326174,151786.344722211,92528.0305023104,109823.984510791,73359.2294843748,149365.959166445,156057.264517993,162463.74097296,117378.874552369,83509.0228092335,44071.7326497068,99173.8155052733,74194.9676025392,108145.255200323,197044.451909766,142711.481132813,"I160.079R2.35","M160T141",2.34973907470703,"HILICPos",26996.1534422882,117289.649625316,98241.9981056476
"344",3718,160.096775128075,160.096663550664,160.096908860127,507.248840332031,505.678924560547,510.978149414062,18,18,823200.199781623,804678.839443552,362769150.405898,316276192.325468,266298794.409799,194663432.750022,148569687.451422,158655497.232772,241368488.285357,195267851.26819,233800346.588097,588265566.436708,620504901.287235,563749148.074126,170075441.891345,217435261.426219,178564399.79799,271563507.432853,270676259.330307,337095434.647092,"I160.0968R8.45","M160T507_2",8.45414733886719,"HILICPos",813939.519612588,324030550.538793,241205459.095897
"345",3719,160.096803647478,160.096705832588,160.096885068421,553.737640380859,551.993469238281,555.403,18,18,1215111.2247536,1143170.65063385,451141119.50425,371523439.279505,313346844.188,236185933.472957,180795603.26726,189864649.091456,242804262.191551,193240366.409421,283288704.772549,655294736.149821,704847505.561331,567265811.772667,296568531.666979,350948703.858897,366011896.383523,322521115.866688,370284741.549384,457999771.375758,"I160.0968R9.23","M160T554",9.22896067301432,"HILICPos",1179140.93769372,400923012.296547,290476264.800571
"346",3722,160.096839058389,160.096743739469,160.096951270323,582.375793457031,578.786926269531,586.323,11,11,1179959.47806031,1102063.70329295,305016622.638065,37444556.9089789,28651000.4400178,27717217.2705599,142780212.056961,152815822.251668,36119449.7309565,24214805.1660134,55890725.0133027,61016096.8503133,62197307.9772422,40766108.2888125,33620517.4917126,34642792.897725,102585125.659638,81296621.661454,42854669.9235078,121759401.325545,"I160.0968R9.71","M160T582",9.70626322428385,"HILICPos",1141011.59067663,58080301.8321853,115737571.927708
"347",3724,160.096907162491,160.096745738698,160.096938991289,464.359558105469,463.398162841797,465.3447265625,7,7,1007049.57411424,970262.310340623,13169052.2915574,9451369.55611374,8624242.18052976,9913190.53830021,6667160.03600722,7224761.78428786,6700389.04554588,4056505.86753287,3611283.94495697,24052826.2527846,26579699.7474631,23067405.1199293,10410231.7868887,11509721.5317563,9631594.27787448,8468513.04368489,8884518.27657049,10116861.0702822,"I160.0969R7.74","M160T464",7.73932596842448,"HILICPos",988655.942227432,12257462.4971058,9174962.7311327
"348",3727,160.121713574572,160.121545699381,160.121830399245,404.074264526367,402.04052734375,404.621032714844,4,4,275031.704613348,260780.366835034,551677.880713375,714138.097605184,641679.994644547,526493.606329485,442149.095729168,579329.792954341,486614.467626707,369150.647040345,422352.920449354,141053.625620117,231736.033538853,129348.420265625,420203.326384747,463731.029090364,492435.574885964,525753.07430191,523059.729285479,113773.263449707,"I160.1217R6.73","M160T404",6.73457107543945,"HILICPos",267906.035724191,359934.342661598,575911.41132935
"349",3729,160.133133950934,160.133045776452,160.133239249707,583.333557128906,572.878112792969,587.873413085938,19,18,6706979.66633568,6303865.70430212,339286386.231429,314502384.140609,284844806.540902,170133840.970964,135367290.36608,141961223.133778,43439141.5171663,39641185.5300461,68168002.6068481,1041927569.01956,1002915796.44404,982353795.76372,125262218.669361,147840157.792608,132262381.865725,71272246.4319572,93972368.2418977,76666767.7336291,"I160.1331R9.72","M160T583",9.72222595214844,"HILICPos",6505422.6853189,318810135.968047,231015988.56396
"350",3730,160.133184679946,160.133095429883,160.133294047081,325.830902099609,323.505249023438,329.391784667969,18,18,1025308.53491174,976140.691943745,60911422.2969685,58328164.7571439,63071240.2096623,27205528.9251277,26843596.8683253,30159942.4604472,8581605.25542977,8492492.95346933,10053207.1923437,154508940.698172,160888927.166671,170594058.532546,28602042.0888804,33601493.6315357,31780552.6088437,21009035.4056978,33844989.9679884,49517812.1454423,"I160.1332R5.43","M160T326",5.43051503499349,"HILICPos",1000724.61342774,59289596.470585,44419982.5862792
"351",3734,160.620506865785,160.620300374781,160.620609544376,507.997406005859,507.117156982422,509.160461425781,4,4,0,0,64900.7141173376,37872.9819570464,12881.5232556853,35980.3670689861,0,0,28542.5344577767,16854.2198559852,0,201810.318654642,215260.484350829,172309.503188412,6069.42262554169,0,7813.24574510753,57954.5006720583,55544.5640194767,48750.5001047429,"I160.6205R8.47","M161T508_1",8.46662343343099,"HILICPos",0,67575.774472881,25272.5977331759
"352",3764,161.032731509678,161.032573021599,161.032836434375,495.063598632812,491.075866699219,516.6474609375,8,7,2269576.5218099,263237.941657553,459329.112016954,7771044.00703125,3649947.33475774,958316.68583025,2036664.10798437,3322658.53784449,875749.1346103,2322936.45410387,3905996.6866082,456089.515253704,409055.354296222,2397926.29381384,539178.881975973,390376.9096173,497741.776928684,719761.821934409,9836127.22745838,3232509.14442839,"I161.0327R8.25","M161T495",8.25105997721354,"HILICPos",1266407.23173373,2131954.10008577,3032993.29757751
"353",3765,161.040011853539,161.039940142278,161.04017117399,379.458740234375,376.527069091797,382.410461425781,18,18,242978.397855133,168911.496457031,5121583.93155374,4546450.60589084,4584565.38179718,2349724.70880317,2240513.60044315,2117359.84317589,3217532.72562359,2172878.18814227,5595172.21495558,7146811.51065582,6206724.33230068,5242383.27954627,3298176.90548894,3801044.6179324,3694233.4572363,5153984.71762539,4061702.91503855,5625355.52449183,"I161.04R6.32","M161T379",6.32431233723958,"HILICPos",205944.947156082,4601333.36575313,3493366.34527733
"354",3775,161.080839633867,161.080767443631,161.08094828296,226.227111816406,221.171569824219,229.601684570312,14,14,1758748.69755689,1744234.28864207,6253425.37897723,6078071.6964312,5573767.25797006,3046950.44140915,2695567.20650263,2855268.77135762,4760607.1024421,4987294.45252344,6224233.22876172,6758679.78149557,9934078.41415148,9863415.38946093,4489224.59216569,6851498.21851699,5477069.10649659,2583417.25920438,4404709.88846963,7066439.89112003,"I161.0808R3.77","M161T226",3.77045186360677,"HILICPos",1751491.49309948,6116722.27706738,4417175.12544131
"355",3783,161.0938549459,161.09374769218,161.093940404448,553.025512695312,550.145629882812,555.571166992188,13,13,662845.696547717,736597.717750847,1119157.95591705,789145.070717639,19193959.9424272,15974817.4410331,212612.433045312,12691795.558095,924084.21867508,225074.903337054,647507.770455732,1774587.84608483,1367784.35780737,1186063.01271512,527417.072661216,606681.034050001,1041289.61294072,20282114.4255285,921459.817528861,23449488.2803421,"I161.0939R9.22","M161T553",9.21709187825521,"HILICPos",699721.707149282,4412796.02934388,8330248.06687255
"356",3784,161.092192791839,161.092075760462,161.092284385733,360.783745605469,356.033111572266,388.961151123047,18,17,1140172.4669804,1152660.64434913,3692608.45715762,2713383.09911194,3288564.61157813,1947385.76383471,1405578.29808719,1331074.48380341,4265237.34580669,4557121.2180498,3032213.34880547,5641578.40415825,2153569.00571942,1670672.60955424,4095718.16656445,2198233.23821192,3256124.65565523,2651980.44639974,2642995.08287572,3236163.91698073,"I161.0922R6.01","M161T361",6.01306242675781,"HILICPos",1146416.55566477,3283467.28656514,2396432.45226217
"357",3787,161.093896611978,161.093854166612,161.094121462693,507.962554931641,506.173004150391,510.947326660156,7,7,664536.827926129,777182.580177419,22519532.61603,19720111.2527861,17064865.2435451,13046919.8661885,9764196.23866502,228792.023627929,14854669.9926347,11981354.5710611,158563.004475585,1828192.70934215,1890709.99896307,1691064.0025242,10297929.5621824,226298.657306837,10700720.4332208,673418.045680908,17265765.0702826,20262182.5418701,"I161.0939R8.47","M161T508_2",8.46604258219401,"HILICPos",720859.704051774,7652572.38246204,13724069.5401404
"358",3789,161.100130175461,161.100032615898,161.10022098223,553.531494140625,550.230102539062,555.36083984375,18,18,1295086.44180794,1365579.56498759,31606335.5914225,28445539.2650969,22862037.7940873,17770271.1354417,14065580.1085521,13698300.3276159,18323176.6880014,16029518.5575118,20207929.1143749,49582033.4151902,52498209.5323866,43608488.3436816,22907870.6484178,27549648.7783611,25097040.8186122,22992466.2733577,29940853.4132625,34155750.6493246,"I161.1001R9.23","M161T554",9.22552490234375,"HILICPos",1330333.00339777,30241082.1860402,21408010.7037027
"359",3790,161.100126340338,161.100008429526,161.10023292329,507.17170715332,505.678924560547,511.778,16,16,1139752.15360759,1298692.91797732,26608470.8507122,23308890.8170312,19941808.1851497,14787963.9496787,11011029.1095892,11837268.4295938,17583839.204944,14428326.9140207,17149491.7620984,43917128.0176419,47070839.5297698,41790769.660382,12408713.1259928,15756791.175401,13403810.4696523,20275541.1617004,20104165.2897162,25631253.5326516,"I161.1001R8.45","M161T507",8.45286178588867,"HILICPos",1219222.53579246,24126722.4869976,17915905.2236258
"360",3794,161.128423836465,161.128323233763,161.128546603446,278.400482177734,271.457733154297,297.006866455078,25,18,775427.956471095,715447.233179582,1645504.33278546,4137437.62528853,3263650.64038285,775223.399436034,1460289.04107169,1757726.68097826,1902769.74094921,3638385.84937105,4457290.66092781,948986.772268416,1533061.05806875,2164382.84522101,1720648.74720312,2023893.83991829,4052149.20810612,1014933.35342152,3225475.58185878,2767761.00097006,"I161.1284R4.64","M161T278",4.64000803629557,"HILICPos",745437.594825339,2454144.88819034,2173305.28665714
"361",3800,161.130274804315,161.130202866407,161.130607904877,580.969787597656,573.314270019531,590.80615234375,9,8,981112.623745487,1195065.09733963,69987.3996025392,21429379.2763615,382454.071810222,426105.370546876,312477.090948854,12125848.5994167,2398010.87479183,2232113.56658091,3596422.21599815,3679003.33059148,2157875.45165311,3447771.56388317,7388687.63150623,7847952.86660158,7238650.29170227,5803951.68318186,131969.453733333,8699578.23874907,"I161.1303R9.68","M161T581",9.68282979329427,"HILICPos",1088088.86054256,4551832.26408108,5791041.96811445
"362",3803,161.136509143996,161.136392552121,161.136643214625,583.640869140625,572.878112792969,587.873413085938,20,18,3943703.84785139,4384274.10747374,28315707.6601418,26522179.3822291,23384707.3195533,14212624.8826315,11397598.0740486,12033321.0927092,1465345.99151345,2695527.84037082,5123147.12741224,89718652.6039257,85667108.1617782,83952900.846189,4535170.46506358,11994591.2471475,10767088.4530838,5873215.14600086,9633694.42133789,6605671.0422925,"I161.1365R9.73","M161T584",9.72734781901042,"HILICPos",4163988.97766257,26502676.1121763,19311023.0685522
"363",3804,161.13648426537,161.136411889208,161.136571260912,325.478073120117,323.624176025391,326.612365722656,10,10,1546951.56241245,1600844.79463592,4870073.99852721,5297725.45994812,5048829.53283241,2345618.19421626,2483310.79433939,2477445.2457728,2671239.43335203,277459.318046328,1654129.80014385,12940350.3697664,12998455.306958,13586973.1110808,2438646.35811644,2771119.88545759,2756164.98183848,1639643.39765447,2743657.32898924,2743380.03595473,"I161.1365R5.42","M161T325",5.42463455200195,"HILICPos",1573898.17852418,4935101.6106132,3753833.87093937
"364",3806,161.581211514757,161.581009715195,161.581458355416,541.128051757812,538.682434082031,544.421447753906,9,9,0,0,1132919.26311951,1722813.91563365,1430728.29289931,1165232.45203762,802294.040158765,931929.556358288,118780.488739343,21479.6211442626,29099.1572584281,8712927.68647157,7234479.81771337,2926233.81574658,317816.986012968,432598.893493128,488725.969014405,227456.436617706,306063.68837518,371219.193084506,"I161.5812R9.02","M162T541_1",9.01880086263021,"HILICPos",0,1765573.47947262,1197652.92003452
"365",3849,162.100868430907,162.100745857135,162.101143949511,557.354248046875,554.896240234375,557.989379882812,5,5,517600.168570757,466981.357849042,100781163.726099,78059098.5951721,72925067.941794,40466442.342041,33553163.3108135,40348351.8735878,467193.012310331,4985579.43612671,6196583.76886368,255692970.739874,392128699.957209,272034965.807141,469352.946157814,40097534.6921137,474709.209149414,753438.697773444,942673.297972097,29558466.076376,"I162.1009R9.29","M162T557",9.28923746744792,"HILICPos",492290.7632099,83650180.6367556,61022214.6315846
