,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Height,IR,S.N,Run.Cmpd,runDate,type,SampID,replicate,13C Acetyl CoA.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Taurine.Norm.Area,D-Methionine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,PooModel.IS,SmpModel.IS,PooPlusModel.IS,PooModel,SmpModel,PooPlusModel
114,160802_Smp_Np_56,d4 Taurine,10.555,,6299168,404011,66.76100642,782.3406103,160802_Smp_Np_56 d4 Taurine,160802,Smp,Np,56,6563724.503,7949215.449,8594610.363,7886306.618,12143625.25,6671603.797,7057476.667,3602621.771,6768385.571,9681004.143,4400798.497,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
115,160802_Smp_Pt_12,d4 Taurine,10.585,,8671467,690008,54.80292612,609.3105577,160802_Smp_Pt_12 d4 Taurine,160802,Smp,Pt,12,12926175.72,11219639.02,11702369.63,7403596.291,9946439.502,9040816.964,7057476.667,14364497.69,11478808.69,10407257.76,12995333.91,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
116,160802_Smp_Pt_34,d4 Taurine,10.58,,6123316,470034,64.88075611,177.7956114,160802_Smp_Pt_34 d4 Taurine,160802,Smp,Pt,34,6395481.489,7679706.781,6190050.243,5617515.128,6576710.971,6846388.635,7057476.667,8905429.968,8033080.203,5437398.369,7030754.349,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
117,160802_Smp_Pt_56,d4 Taurine,10.62,,7292034,469795,50.86590215,88.33811623,160802_Smp_Pt_56 d4 Taurine,160802,Smp,Pt,56,7612273.825,7804642.524,8183338.567,6273168.58,5433898.253,6585787.518,7057476.667,11128205.92,8059925.388,5250589.644,9382985.289,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
118,160802_Smp_Tp_12,d4 Taurine,10.71,,8566921,589235,61.13683302,Inf,160802_Smp_Tp_12 d4 Taurine,160802,Smp,Tp,12,12705437.86,9984235.653,9520035.114,11444092.05,8826749.599,8330837.151,7057476.667,13168870.87,8409746.814,13296104.22,7306273.412,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
119,160802_Smp_Tp_34,d4 Taurine,10.635,,8082281,528176,32.75016006,102.6524041,160802_Smp_Tp_34 d4 Taurine,160802,Smp,Tp,34,8198848.862,7035312.567,8454792.959,8877694.537,7727501.028,8829670.992,7057476.667,13080175.18,6624094.287,10728699.89,8742806.411,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
120,160802_Smp_Tp_56,d4 Taurine,10.555,,6639166,421175,55.62303954,259.1123552,160802_Smp_Tp_56 d4 Taurine,160802,Smp,Tp,56,5539600.464,5640856.408,5643009.951,7539838.713,5440260.044,6423969.945,7057476.667,9546401.58,5546941.252,7221093.051,8246595.646,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
121,160802_Poo_0801PooledDiatoms_1,D-Methionine,7.63,,16016446,420768,1.139380904,769.6910156,160802_Poo_0801PooledDiatoms_1 D-Methionine,160802,Poo,0801PooledDiatoms,1,13035572.91,12582661.45,11835368,12530370.31,11314043.88,16015449.12,16520198.84,17212023.58,15650252.74,11563125.79,25824884.27,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
122,160802_Poo_0801PooledDiatoms_2,D-Methionine,7.615,,16218341,442544,1.053516034,13792.10629,160802_Poo_0801PooledDiatoms_2 D-Methionine,160802,Poo,0801PooledDiatoms,2,11426799.87,12748025.87,11569492.98,13430039.87,16867357.47,18473988.95,17685175.93,17212023.58,15376072.71,11243671.06,24139004.82,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
123,160802_Poo_0801PooledDiatoms_3,D-Methionine,7.64,,15697088,492120,0.958844501,14.76360438,160802_Poo_0801PooledDiatoms_3 D-Methionine,160802,Poo,0801PooledDiatoms,3,12961349.26,11607186.21,9406784.776,12483634.87,11091212.54,12166152.33,16377860.82,17212023.58,13622526.62,9756463.618,23193838.02,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
124,160802_Smp_Np_12,D-Methionine,8.035,,30772054,953468,0.991684202,136.5889774,160802_Smp_Np_12 D-Methionine,160802,Smp,Np,12,37068014.52,38407211.68,53780533.34,41970544.2,46839718.45,30876044.34,33637693.06,17212023.58,31369271.02,50827517.76,17408508.48,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
125,160802_Smp_Np_34,D-Methionine,8,,30438432,899137,1.011344386,119.0534603,160802_Smp_Np_34 D-Methionine,160802,Smp,Np,34,33584577.85,37097067.93,49296457,39967150.28,46813089.08,31938273.06,33147865.87,17212023.58,30446157.33,47396123.63,18850767.17,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
126,160802_Smp_Np_56,D-Methionine,7.995,,30095146,838242,0.980589281,Inf,160802_Smp_Np_56 D-Methionine,160802,Smp,Np,56,31359101.27,37978475.81,41061939.24,37677920.17,58017848.51,31874509.51,33718070.49,17212023.58,32336897.82,46252335.72,21025423.24,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
127,160802_Smp_Pt_12,D-Methionine,8.185,,10390443,302768,1.005142259,Inf,160802_Smp_Pt_12 D-Methionine,160802,Smp,Pt,12,15488577.88,13443748.3,14022172.32,8871237.733,11918157.87,10833010.53,8456505.575,17212023.58,13754294.1,12470325.79,15571445.56,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
128,160802_Smp_Pt_34,D-Methionine,8.28,,11834876,339746,0.994490707,Inf,160802_Smp_Pt_34 D-Methionine,160802,Smp,Pt,34,12360905.49,14842999.69,11963857.01,10857286.31,12711177.87,13232399,13640380.67,17212023.58,15525984.3,10509164.55,13588732.95,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
129,160802_Smp_Pt_56,D-Methionine,7.955,,11278607,276647,1.000842036,88.21741316,160802_Smp_Pt_56 D-Methionine,160802,Smp,Pt,56,11773922.73,12071459.87,12657189.98,9702725.338,8404623.851,10186253.82,10915816.59,17212023.58,12466306.51,8121099.973,14512686.52,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
130,160802_Smp_Tp_12,D-Methionine,8.38,,11197167,411773,1.057187246,147.091291,160802_Smp_Tp_12 D-Methionine,160802,Smp,Tp,12,16606305.76,13049630.55,12442909.54,14957697.15,11536769.08,10888599.86,9224287.797,17212023.58,10991736.65,17378320.57,9549470.987,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
131,160802_Smp_Tp_34,D-Methionine,8.3,,10635363,301902,0.959475779,880.3189748,160802_Smp_Tp_34 D-Methionine,160802,Smp,Tp,34,10788753.06,9257671.562,11125546.39,11682036.79,10168512.89,11618843.27,9286836.997,17212023.58,8716555.053,14117749.41,11504539.35,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
132,160802_Smp_Tp_56,D-Methionine,7.605,,11970320,313502,1.033384149,Inf,160802_Smp_Tp_56 D-Methionine,160802,Smp,Tp,56,9987819.288,10170382.29,10174265.09,13594219.84,9808709.95,11582324.63,12724528.06,17212023.58,10001054.62,13019526.03,14868492.34,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
133,160802_Poo_0801PooledDiatoms_1,Heavy Alanine,11.11,,7086165,614719,NA,Inf,160802_Poo_0801PooledDiatoms_1 Heavy Alanine,160802,Poo,0801PooledDiatoms,1,5767335.683,5566953.817,5236328.365,5543818.618,5005678.648,7085723.95,7309040.644,7615125.047,6924149.917,5115880.095,11425717.73,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
134,160802_Poo_0801PooledDiatoms_2,Heavy Alanine,11.14,,7303440,627161,NA,Inf,160802_Poo_0801PooledDiatoms_2 Heavy Alanine,160802,Poo,0801PooledDiatoms,2,5145714.178,5740688.401,5209971.709,6047812.805,7595704.963,8319202.924,7963984.807,7750914.938,6924149.917,5063247.651,10870271.71,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
135,160802_Poo_0801PooledDiatoms_3,Heavy Alanine,11.12,,7978622,712867,NA,23060.60116,160802_Poo_0801PooledDiatoms_3 Heavy Alanine,160802,Poo,0801PooledDiatoms,3,6588082.222,5899779.069,4781344.155,6345266.321,5637516.484,6183894.151,8324649.81,8748643.699,6924149.917,4959081.281,11789120.78,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
136,160802_Smp_Np_12,Heavy Alanine,11.2,,6792326,534058,NA,Inf,160802_Smp_Np_12 Heavy Alanine,160802,Smp,Np,12,8182035.517,8477636.964,11870995.51,9264172.571,10338947.07,6815279.824,7424859.49,3799215.85,6924149.917,11219175.37,3842586.029,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
137,160802_Smp_Np_34,Heavy Alanine,11.14,,6922393,469758,NA,Inf,160802_Smp_Np_34 Heavy Alanine,160802,Smp,Np,34,7637898.253,8436718.533,11211137.58,9089440.657,10646363.13,7263491.032,7538579.998,3914406.352,6924149.917,10778958.47,4287093.984,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
138,160802_Smp_Np_56,Heavy Alanine,11.17,,6444134,532727,NA,257.4727374,160802_Smp_Np_56 Heavy Alanine,160802,Smp,Np,56,6714778.878,8132154.841,8792402.561,8067798.257,12423092.75,6825140.854,7219894.015,3685530.762,6924149.917,9903798.081,4502076.341,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
139,160802_Smp_Pt_12,Heavy Alanine,11.19,,5230729,380219,NA,1745.157719,160802_Smp_Pt_12 Heavy Alanine,160802,Smp,Pt,12,7797218.415,6767815.779,7059004.453,4465934.751,5999807.132,5453525.162,4257151.399,8664830.836,6924149.917,6277778.026,7838935.438,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
140,160802_Smp_Pt_34,Heavy Alanine,11.18,,5278020,459162,NA,Inf,160802_Smp_Pt_34 Heavy Alanine,160802,Smp,Pt,34,5512614.278,6619558.093,5335541.884,4842042.644,5668825.852,5901275.738,6083224.024,7676075.754,6924149.917,4686790.187,6060190.601,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
141,160802_Smp_Pt_56,Heavy Alanine,11.22,,6264467,469414,NA,Inf,160802_Smp_Pt_56 Heavy Alanine,160802,Smp,Pt,56,6539579.789,6704840.589,7030172.158,5389176.402,4668173.008,5657742.212,6062962.636,9560059.477,6924149.917,4510695.583,8060769.012,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
142,160802_Smp_Tp_12,Heavy Alanine,11.15,,7053559,468010,NA,9558.668022,160802_Smp_Tp_12 Heavy Alanine,160802,Smp,Tp,12,10460999.41,8220502.471,7838303.792,9422472.609,7267488.41,6859179.788,5810760.722,10842566.15,6924149.917,10947323.5,6015607.075,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
143,160802_Smp_Tp_34,Heavy Alanine,11.18,,8448389,692604,NA,16534.05088,160802_Smp_Tp_34 Heavy Alanine,160802,Smp,Tp,34,8570237.108,7353995.401,8837774.86,9279832.868,8077538.344,9229633.971,7377163.481,13672675.84,6924149.917,11214684.33,9138834.633,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
144,160802_Smp_Tp_56,Heavy Alanine,11.14,,8287555,737071,NA,93.66360678,160802_Smp_Tp_56 Heavy Alanine,160802,Smp,Tp,56,6914986.54,7041382.567,7044070.797,9411849.022,6790981.627,8018929.522,8809724.902,11916606.42,6924149.917,9013964.378,10294081.36,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
145,160802_Poo_0801PooledDiatoms_1,Heavy Histidine,11.01,,112482368,6823054,6.955877488,33.9298385,160802_Poo_0801PooledDiatoms_1 Heavy Histidine,160802,Poo,0801PooledDiatoms,1,91547907.04,88367141.87,83118952.79,87999904.87,79457730.34,112475367,116020188.6,120878824.8,109910618.7,81207015,181366336.5,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
146,160802_Poo_0801PooledDiatoms_2,Heavy Histidine,11.03,,117136392,6756934,6.86101007,32.13791726,160802_Poo_0801PooledDiatoms_2 Heavy Histidine,160802,Poo,0801PooledDiatoms,2,82529656.31,92072164.2,83560252.21,96997986.08,121823890.4,133427729.2,127730555.2,124313229.2,111053139.2,81207015,174343105.2,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
147,160802_Poo_0801PooledDiatoms_3,Heavy Histidine,10.98,,130653248,7703853,6.355179398,31.11363564,160802_Poo_0801PooledDiatoms_3 Heavy Histidine,160802,Poo,0801PooledDiatoms,3,107882581.8,96611331.86,78296495.78,103906370.6,92316673.14,101263834.3,136319597.1,143262673,113385829.8,81207015,193051747.6,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
148,160802_Smp_Np_12,Heavy Histidine,11.13,,49164444,2929806,6.089409621,17.04544406,160802_Smp_Np_12 Heavy Histidine,160802,Smp,Np,12,59223486.47,61363118.88,85925041.58,67056247.53,74835716.68,49330589.15,53742869.32,27499612.78,50118616.34,81207015,27813536.29,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
149,160802_Smp_Np_34,Heavy Histidine,11.12,,52152244,2898918,6.680831042,28.32128978,160802_Smp_Np_34 Heavy Histidine,160802,Smp,Np,34,57542750.51,63560939.62,84462985.93,68478447.69,80208062.1,54722024.1,56794502.06,29490535.31,52165480.34,81207015,32298306.6,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
150,160802_Smp_Np_56,Heavy Histidine,11.04,,52839212,3049608,6.39968442,23.09459001,160802_Smp_Np_56 Heavy Histidine,160802,Smp,Np,56,55058387.16,66680279.1,72094035.12,66152581.94,101864180.9,55963309.34,59200120.68,30219815.62,56775142.38,81207015,36915148.91,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
151,160802_Smp_Pt_12,Heavy Histidine,11.08,,67662776,4133547,6.725784343,16.62891105,160802_Smp_Pt_12 Heavy Histidine,160802,Smp,Pt,12,100861934,87545962.15,91312671.16,57769680.42,77611286.3,70544784.76,55068936.18,112085047.4,89568242.74,81207015,101401570,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
152,160802_Smp_Pt_34,Heavy Histidine,11.06,,91451128,5532018,6.485593862,26.29997264,160802_Smp_Pt_34 Heavy Histidine,160802,Smp,Pt,34,95515893.07,114695672.7,92447797.43,83897041.25,98222537.73,102250147.4,105402726.6,133001729.1,119973270.3,81207015,105003631.4,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
153,160802_Smp_Pt_56,Heavy Histidine,11.045,,112780536,6542918,6.274669661,33.02500426,160802_Smp_Pt_56 Heavy Histidine,160802,Smp,Pt,56,117733450.2,120708675.7,126565689.3,97022492.61,84042114.67,101857540.2,109152809.9,172111790.5,124656948.3,81207015,145119744.4,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
154,160802_Smp_Tp_12,Heavy Histidine,11.13,,52323152,3242237,6.286591719,35.61329449,160802_Smp_Tp_12 Heavy Histidine,160802,Smp,Tp,12,77599473.17,60979514.07,58144372.33,69895703.22,53910075.85,50881251.1,43104100.57,80429927.16,51363198.15,81207015,44623646.5,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
155,160802_Smp_Tp_34,Heavy Histidine,11.07,,61175904,3643422,6.419852462,19.83774132,160802_Smp_Tp_34 Heavy Histidine,160802,Smp,Tp,34,62058222.29,53251254.96,63995498.6,67196499.2,58490525.27,66833002.34,53419018.1,99005657.11,50138686.86,81207015,66175512.3,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
156,160802_Smp_Tp_56,Heavy Histidine,11.02,,74662776,4405431,6.825193957,22.23709168,160802_Smp_Tp_56 Heavy Histidine,160802,Smp,Tp,56,62297274.78,63435979.53,63460197.85,84791567.03,61180111.63,72242722.81,79367016.8,107356984.7,62379827.85,81207015,92739618.72,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
157,160802_Poo_0801PooledDiatoms_1,Heavy Isoleucine,8.17,,16678967,688443,NA,77.03398492,160802_Poo_0801PooledDiatoms_1 Heavy Isoleucine,160802,Poo,0801PooledDiatoms,1,13574789.97,13103143.8,12324938.52,13048689.63,11782049.81,16677928.88,17203557.59,17923999.7,16297626.14,12041435,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
158,160802_Poo_0801PooledDiatoms_2,Heavy Isoleucine,8.26,,18068764,751085,NA,134.7802655,160802_Poo_0801PooledDiatoms_2 Heavy Isoleucine,160802,Poo,0801PooledDiatoms,2,12730534.53,14202505.11,12889508.13,14962333.13,18791829.66,20581768.91,19702956.69,19175820.27,17130397.56,12526511.74,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
159,160802_Poo_0801PooledDiatoms_3,Heavy Isoleucine,8.225,,18200690,811933,34.46030021,152.3482791,160802_Poo_0801PooledDiatoms_3 Heavy Isoleucine,160802,Poo,0801PooledDiatoms,3,15028615.49,13458470.64,10907116.89,14474708.2,12860201.91,14106588.89,18990042.46,19957249.75,15795247.12,11312567.64,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
160,160802_Smp_Np_12,Heavy Isoleucine,8.045,,47537496,1624126,20.24929844,472.5927859,160802_Smp_Np_12 Heavy Isoleucine,160802,Smp,Np,12,57263665,59332492.77,83081613.22,64837224.61,72359255.86,47698143.08,51964412.23,26589596.59,48460092.9,78519715.4,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
161,160802_Smp_Np_34,Heavy Isoleucine,8.04,,43424480,1525619,14.49081487,1571.448808,160802_Smp_Np_34 Heavy Isoleucine,160802,Smp,Np,34,47912876.36,52923911.6,70327966.01,57018466.59,66785110.69,45564203.17,47289848.52,24555245.61,43435501.22,67616887.18,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
162,160802_Smp_Np_56,Heavy Isoleucine,7.925,,38494004,1163953,18.16384643,190.8519615,160802_Smp_Np_56 Heavy Isoleucine,160802,Smp,Np,56,40110699.9,48577388.52,52521375.16,48192954.77,74209285.87,40769946.64,43128002.78,22015500.59,41361376.81,59160291.04,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
163,160802_Smp_Pt_12,Heavy Isoleucine,8.235,,17945126,764857,23.87987092,64.90532321,160802_Smp_Pt_12 Heavy Isoleucine,160802,Smp,Pt,12,26750012.65,23218428.42,24217412.97,15321337.01,20583611.76,18709475.52,14605061.41,29726541.2,23754765.86,21537249.91,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
164,160802_Smp_Pt_34,Heavy Isoleucine,8.23,,23422116,987602,53.15645468,1064.819594,160802_Smp_Pt_34 Heavy Isoleucine,160802,Smp,Pt,34,24463168.21,29375420.62,23677379.19,21487391.96,25156383.78,26187919.88,26995346.5,34063898.34,30727098.9,20798432.64,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
165,160802_Smp_Pt_56,Heavy Isoleucine,8.18,,20900132,971376,44.93782279,126.3997888,160802_Smp_Pt_56 Heavy Isoleucine,160802,Smp,Pt,56,21817990.39,22369349.75,23454752.99,17979901.27,15574418.71,18875916.99,20227853.29,31895212.31,23101031.14,15049027.01,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
166,160802_Smp_Tp_12,Heavy Isoleucine,8.36,,31533358,1361736,64.95749888,49.72093433,160802_Smp_Tp_12 Heavy Isoleucine,160802,Smp,Tp,12,46766524.47,36750248.69,35041606.6,42123728.18,32489742.24,30664374.09,25977353.86,48472341.4,30954826.94,48940665.43,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
167,160802_Smp_Tp_34,Heavy Isoleucine,8.28,,24861336,1146105,NA,158.47182,160802_Smp_Tp_34 Heavy Isoleucine,160802,Smp,Tp,34,25219902.2,21640830.06,26007193.83,27308051.62,23770022.29,27160329.78,21709007.48,40235006.7,20375910.44,33001798.97,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
168,160802_Smp_Tp_56,Heavy Isoleucine,8.28,,21651112,1066708,52.70462341,98.13287454,160802_Smp_Tp_56 Heavy Isoleucine,160802,Smp,Tp,56,18065297.67,18395505.38,18402528.34,24588313.12,17741336.72,20949332,23015272.96,31131953.9,18089236.86,23548845.5,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
169,160802_Poo_0801PooledDiatoms_1,AMP,11.83,,10613575,638144,1.506273909,253.1638156,160802_Poo_0801PooledDiatoms_1 AMP,160802,Poo,0801PooledDiatoms,1,8638247.885,8338118.271,7842911.339,8303466.641,7497446.891,10612914.4,10947395.53,11405845.17,10370910.7,7662505.329,17113306.29,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,8338118.271,7662505.329,8338118.271
170,160802_Poo_0801PooledDiatoms_2,AMP,11.85,,10054322,693768,1.360557413,82.09501379,160802_Poo_0801PooledDiatoms_2 AMP,160802,Poo,0801PooledDiatoms,2,7083876.539,7902951.169,7172337.032,8325755.717,10456670.21,11452677.78,10963664.75,10670340.9,9532170.161,6970348.527,14964621.06,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,7902951.169,6970348.527,7902951.169
171,160802_Poo_0801PooledDiatoms_3,AMP,11.82,,11173118,750424,1.652795833,79.38749237,160802_Poo_0801PooledDiatoms_3 AMP,160802,Poo,0801PooledDiatoms,3,9225831.235,8261943.944,6695707.911,8885796.237,7894676.162,8659813.567,11657689.09,12251442.47,9696454.359,6944607.768,16509271.6,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,8261943.944,6944607.768,8261943.944
172,160802_Smp_Np_12,AMP,11.935,,6177157,427083,1.678336747,Inf,160802_Smp_Np_12 AMP,160802,Smp,Np,12,7441002.974,7709832.319,10795860.36,8425132.781,9402566.846,6198031.937,6752403.046,3455127.564,6297041.857,10203074.42,3494569.782,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,7709832.319,10203074.42,7709832.319
173,160802_Smp_Np_34,AMP,11.95,,4312243,356984,1.445749077,217.0442385,160802_Smp_Np_34 AMP,160802,Smp,Np,34,4757960.618,5255578.589,6983878.198,5662186.017,6632056.989,4524726.978,4696091.197,2438444.537,4313337.456,6714656.075,2670606.974,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,5255578.589,6714656.075,5255578.589
174,160802_Smp_Np_56,AMP,11.85,,4822410,345609,1.412436113,6783.57384,160802_Smp_Np_56 AMP,160802,Smp,Np,56,5024944.672,6085625.288,6579715.759,6037464.614,9296710.269,5107533.069,5402943.064,2758033.958,5181625.615,7411418.649,3369088.533,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,6085625.288,7411418.649,6085625.288
175,160802_Smp_Pt_12,AMP,11.94,,4244733,359000,1.541037189,169.7632395,160802_Smp_Pt_12 AMP,160802,Smp,Pt,12,6327437.402,5492077.868,5728377.278,3624102.991,4868839.377,4425531.933,3454675.443,7031504.287,5618942.914,5094412.567,6361290.738,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,5492077.868,5094412.567,5492077.868
176,160802_Smp_Pt_34,AMP,11.91,,8272897,565333,1.428134655,143.3980068,160802_Smp_Pt_34 AMP,160802,Smp,Pt,34,8640605.781,10375656.46,8363058.201,7589535.482,8885455.604,9249803.211,9534993.383,12031667.95,10853081.09,7346189.002,9498890.236,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,10375656.46,7346189.002,10375656.46
