"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","13C Acetyl CoA.Norm.Area","13C-Isethionic Acid.Norm.Area","13C-Sulfoacetic Acid.Norm.Area","13C-Sulfolactic Acid.Norm.Area","d3-Cysteic Acid.Norm.Area","d4 Succinic Acid.Norm.Area","d4 Taurine.Norm.Area","D-Methionine.Norm.Area","Heavy Alanine.Norm.Area","Heavy Histidine.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area","Heavy Valine.Norm.Area","15N GMP.Norm.Area","15N AMP.Norm.Area","PooPlusModel.IS","PooPlusModel"
"2010","170410_Smp_32ppt4C_C","Ribose 5 phosphate",13.1,"Bad IR",NA,37971,4856,1.369314835,109.6987013,"170410_Smp_32ppt4C_C Ribose 5 phosphate","170410","Smp","32ppt4C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",37971
"2011","170410_Smp_40ppt-1C_A","Ribose 5 phosphate",13.095,NA,NA,127201,10412,2.066286237,Inf,"170410_Smp_40ppt-1C_A Ribose 5 phosphate","170410","Smp","40ppt-1C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",127201
"2012","170410_Smp_40ppt-1C_B","Ribose 5 phosphate",13.09,NA,NA,78880,6561,1.937581944,9.119101344,"170410_Smp_40ppt-1C_B Ribose 5 phosphate","170410","Smp","40ppt-1C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",78880
"2013","170410_Smp_40ppt-1C_C","Ribose 5 phosphate",13.1,NA,NA,165036,11070,2.38872626,Inf,"170410_Smp_40ppt-1C_C Ribose 5 phosphate","170410","Smp","40ppt-1C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",165036
"2014","170410_Smp_40ppt4C_A","Ribose 5 phosphate",13.045,"Bad IR",NA,57111,8136,0.77634644,20.95060517,"170410_Smp_40ppt4C_A Ribose 5 phosphate","170410","Smp","40ppt4C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",57111
"2015","170410_Smp_40ppt4C_B","Ribose 5 phosphate",13.11,NA,NA,67291,10068,2.522024168,31.09260042,"170410_Smp_40ppt4C_B Ribose 5 phosphate","170410","Smp","40ppt4C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",67291
"2016","170410_Smp_40ppt4C_C","Ribose 5 phosphate",12.95,"Bad IR",NA,77743,13089,0.944152043,103.7972292,"170410_Smp_40ppt4C_C Ribose 5 phosphate","170410","Smp","40ppt4C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",77743
"2017","170410_Poo_April10AqExtractsFull_1","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,287614,31280,NA,654.8650964,"170410_Poo_April10AqExtractsFull_1 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsFull","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",287614
"2018","170410_Poo_April10AqExtractsFull_2","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Poo_April10AqExtractsFull_2 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsFull","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2019","170410_Poo_April10AqExtractsFull_3","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Poo_April10AqExtractsFull_3 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsFull","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2020","170410_Poo_April10AqExtractsHalf_1","3-Sulfopyruvic Acid",NA,"Bad RTBad IRtoo small",NA,-16898,103,0.033476293,4.29296875,"170410_Poo_April10AqExtractsHalf_1 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsHalf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",-16898
"2021","170410_Poo_April10AqExtractsHalf_2","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Poo_April10AqExtractsHalf_2 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsHalf","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2022","170410_Poo_April10AqExtractsHalf_3","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Poo_April10AqExtractsHalf_3 3-Sulfopyruvic Acid","170410","Poo","April10AqExtractsHalf","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2023","170410_Smp_32ppt-1C_A","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_32ppt-1C_A 3-Sulfopyruvic Acid","170410","Smp","32ppt-1C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2024","170410_Smp_32ppt-1C_B","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_32ppt-1C_B 3-Sulfopyruvic Acid","170410","Smp","32ppt-1C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2025","170410_Smp_32ppt-1C_C","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_32ppt-1C_C 3-Sulfopyruvic Acid","170410","Smp","32ppt-1C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2026","170410_Smp_32ppt4C_A","3-Sulfopyruvic Acid",NA,"Bad RTBad IR",NA,257681,41409,4.300713605,2011.379562,"170410_Smp_32ppt4C_A 3-Sulfopyruvic Acid","170410","Smp","32ppt4C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",257681
"2027","170410_Smp_32ppt4C_B","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_32ppt4C_B 3-Sulfopyruvic Acid","170410","Smp","32ppt4C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2028","170410_Smp_32ppt4C_C","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_32ppt4C_C 3-Sulfopyruvic Acid","170410","Smp","32ppt4C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2029","170410_Smp_40ppt-1C_A","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_40ppt-1C_A 3-Sulfopyruvic Acid","170410","Smp","40ppt-1C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2030","170410_Smp_40ppt-1C_B","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_40ppt-1C_B 3-Sulfopyruvic Acid","170410","Smp","40ppt-1C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2031","170410_Smp_40ppt-1C_C","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_40ppt-1C_C 3-Sulfopyruvic Acid","170410","Smp","40ppt-1C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2032","170410_Smp_40ppt4C_A","3-Sulfopyruvic Acid",NA,"Bad RTBad IRtoo small",NA,-15424,166,0.060656038,Inf,"170410_Smp_40ppt4C_A 3-Sulfopyruvic Acid","170410","Smp","40ppt4C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",-15424
"2033","170410_Smp_40ppt4C_B","3-Sulfopyruvic Acid",NA,"Bad RTBad IR",NA,566198,58371,3.617378861,172.595357,"170410_Smp_40ppt4C_B 3-Sulfopyruvic Acid","170410","Smp","40ppt4C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",566198
"2034","170410_Smp_40ppt4C_C","3-Sulfopyruvic Acid",NA,"Bad RTNo second trace",NA,NA,NA,NA,NA,"170410_Smp_40ppt4C_C 3-Sulfopyruvic Acid","170410","Smp","40ppt4C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area.BlkSub",NA
"2035","170410_Poo_April10AqExtractsFull_1","Cysteic Acid",12.455,NA,2383997,2376152,233579,1.132477735,173.1794742,"170410_Poo_April10AqExtractsFull_1 Cysteic Acid","170410","Poo","April10AqExtractsFull","1",2383997,2041323.43675385,2101115.8042502,2039497.58370876,2150036.06187845,2163887.71900374,2202857.1614823,2473407.38385386,1587066.58283266,2020513.40318019,2701676.08356453,1618170.90903709,2134279.59521655,2179643.24068414,2274360.15487329,2428182.67855235,"d3-Cysteic Acid.Norm.Area",2163887.71900374
"2036","170410_Poo_April10AqExtractsFull_2","Cysteic Acid",12.29,NA,2650255,2642410,200293,0.897221184,1293.807317,"170410_Poo_April10AqExtractsFull_2 Cysteic Acid","170410","Poo","April10AqExtractsFull","2",2650255,2379176.44275653,2543408.95894553,2427873.90529005,2272467.14735625,2467607.90745169,2721096.04682842,2530737.20907267,2918319.41055824,2490935.98511816,2503124.85056966,2908722.78247195,2738525.16059543,2693576.58395539,2738730.27153522,2563312.72590189,"d3-Cysteic Acid.Norm.Area",2467607.90745169
"2037","170410_Poo_April10AqExtractsFull_3","Cysteic Acid",12.26,NA,2932040,2924195,229410,0.922106929,291.7327714,"170410_Poo_April10AqExtractsFull_3 Cysteic Acid","170410","Poo","April10AqExtractsFull","3",2932040,2602315.8926387,2650708.47659489,2392010.86250927,3055017.0908552,2312475.85966837,2728947.69794627,2711407.4250033,3561033.88075775,2808987.30469379,2577409.78541449,3326703.93288307,3109025.90293794,2936160.05708834,2772121.35934571,2499243.4311303,"d3-Cysteic Acid.Norm.Area",2312475.85966837
"2038","170410_Poo_April10AqExtractsHalf_1","Cysteic Acid",12.27,NA,1386553,1378708,128779,1.039591437,Inf,"170410_Poo_April10AqExtractsHalf_1 Cysteic Acid","170410","Poo","April10AqExtractsHalf","1",2773106,2302891.03907337,2623604.76783319,1756402.03619825,2310996.15375452,2948078.10089852,2434734.82737129,1703945.74977827,2466689.99829678,2207886.97883438,2209951.38410611,2191800.25430731,1587778.00439077,2182917.55254963,2121354.55767021,2514928.97669289,"d3-Cysteic Acid.Norm.Area",2948078.10089852
"2039","170410_Poo_April10AqExtractsHalf_2","Cysteic Acid",12.2,NA,1324135,1316290,118706,0.929400163,1998.187029,"170410_Poo_April10AqExtractsHalf_2 Cysteic Acid","170410","Poo","April10AqExtractsHalf","2",2648270,2318020.19050885,2134764.10097599,1588314.44156957,2335343.15461652,2254820.23428342,2102105.23095063,1945246.17366043,2660622.54576295,2146287.13031929,1872076.79200843,2417393.44256017,1576039.46576889,2326286.44863073,1980882.29519252,2118405.51474981,"d3-Cysteic Acid.Norm.Area",2254820.23428342
"2040","170410_Poo_April10AqExtractsHalf_3","Cysteic Acid",12.28,NA,1396143,1388298,141010,1.01745752,1950.920391,"170410_Poo_April10AqExtractsHalf_3 Cysteic Acid","170410","Poo","April10AqExtractsHalf","3",2792286,2146674.0160259,2438316.83847086,2084855.12986056,3266768.49125127,2593296.64352925,2324311.72059784,2124883.71347409,2459858.08625837,2405654.82463952,1936272.70128324,2179295.95730891,1658996.36212471,2493492.39355724,2389284.34924853,2482395.048929,"d3-Cysteic Acid.Norm.Area",2593296.64352925
"2041","170410_Smp_32ppt-1C_A","Cysteic Acid",12.33,NA,3309918,3302073,233166,1.011384314,604.8894362,"170410_Smp_32ppt-1C_A Cysteic Acid","170410","Smp","32ppt-1C","A",NA,2950345.36570798,2882800.38471183,3979093.07108399,4135009.73588617,2926412.61919385,3001634.82959207,3448644.2979629,2872115.66087486,3109638.78014024,2440474.59645447,2961857.49342498,3261735.84274075,3281374.08734617,3381366.05973913,2823718.42304514,"d3-Cysteic Acid.Norm.Area",2926412.61919385
"2042","170410_Smp_32ppt-1C_B","Cysteic Acid",12.315,NA,3762086,3754241,268149,0.944577279,1778.92344,"170410_Smp_32ppt-1C_B Cysteic Acid","170410","Smp","32ppt-1C","B",NA,3324468.5610622,2885415.94517394,3073458.95897093,3933881.74114679,3154299.70070876,3605071.17921889,3998022.14553344,3727654.29551385,3359612.46275961,2523626.2353343,3917147.99679923,3937606.804641,3976342.50011776,3269218.01722214,3070174.24645776,"d3-Cysteic Acid.Norm.Area",3154299.70070876
"2043","170410_Smp_32ppt-1C_C","Cysteic Acid",12.36,NA,3300424,3292579,240958,1.047102785,3174.484615,"170410_Smp_32ppt-1C_C Cysteic Acid","170410","Smp","32ppt-1C","C",NA,3234238.78918526,3111909.61597505,2663486.82663114,4192577.76743706,2850068.36512903,3166183.79324418,3439319.99580721,2883513.62884112,3214275.46148176,2392295.07004888,2963688.68553854,3207291.63291373,3085413.55807399,2634724.8087232,2693854.99135512,"d3-Cysteic Acid.Norm.Area",2850068.36512903
"2044","170410_Smp_32ppt4C_A","Cysteic Acid",12.375,NA,2892345,2884500,204438,1.091409346,633.8982495,"170410_Smp_32ppt4C_A Cysteic Acid","170410","Smp","32ppt4C","A",NA,2788493.42549007,2681352.12061183,2048834.87242004,2271584.00475873,2909757.79604277,2352734.44462489,2738089.79058245,2194036.35182276,2816656.18190073,3553628.22781826,2556471.26734642,2470933.99108679,2427319.43714926,2622494.9059984,2549415.28197452,"d3-Cysteic Acid.Norm.Area",2909757.79604277
"2045","170410_Smp_32ppt4C_B","Cysteic Acid",12.4,NA,2603069,2595224,184959,0.945802554,552.9654368,"170410_Smp_32ppt4C_B Cysteic Acid","170410","Smp","32ppt4C","B",NA,2301507.73805294,2491337.50255551,1672332.58311962,1936432.9646103,2252957.84043015,2189173.69609889,2472713.03261347,1955546.0834005,2507512.38708783,2932531.23397048,2272506.38298468,1957377.30345342,1951470.86575609,1967967.0859756,2456557.05805239,"d3-Cysteic Acid.Norm.Area",2252957.84043015
"2046","170410_Smp_32ppt4C_C","Cysteic Acid",12.385,NA,3576639,3568794,250852,0.952329969,112.0619488,"170410_Smp_32ppt4C_C Cysteic Acid","170410","Smp","32ppt4C","C",NA,4534298.80353729,3428337.28471274,3440295.18288954,2591464.27662047,3948061.1559946,3695204.48067748,3259808.09603161,2948143.11673115,3604023.08986753,4740552.65656628,3091967.49589472,2718015.57442148,2705915.30000841,3537875.63035836,4157816.28334958,"d3-Cysteic Acid.Norm.Area",3948061.1559946
"2047","170410_Smp_40ppt-1C_A","Cysteic Acid",12.325,NA,2579718,2571873,211837,1.152214325,791.5969966,"170410_Smp_40ppt-1C_A Cysteic Acid","170410","Smp","40ppt-1C","A",NA,2384004.54951905,2688150.48651769,3405426.59634141,3013456.53728914,2358042.78612649,2392277.84770773,2323504.59860279,2365804.26335014,2217826.08439907,2539049.30926622,2027412.80421029,3184311.57315482,2659973.38535526,2322714.89386484,2683070.89882407,"d3-Cysteic Acid.Norm.Area",2358042.78612649
"2048","170410_Smp_40ppt-1C_B","Cysteic Acid",12.33,NA,2515287,2507442,189250,0.978812585,207.0866039,"170410_Smp_40ppt-1C_B Cysteic Acid","170410","Smp","40ppt-1C","B",NA,2347114.4938459,2087721.19549423,3018512.44521858,2146411.02894943,1824727.16653406,2150575.02768056,2205902.85012254,2606997.29019191,2389169.70416406,2197459.56312843,1979690.61967572,3329740.95787682,2715995.00566429,2709807.97965223,2153281.34877746,"d3-Cysteic Acid.Norm.Area",1824727.16653406
"2049","170410_Smp_40ppt-1C_C","Cysteic Acid",12.35,NA,2092002,2084157,128587,0.936931829,823.0047151,"170410_Smp_40ppt-1C_C Cysteic Acid","170410","Smp","40ppt-1C","C",NA,1827406.57358752,2065373.13923392,2411195.9570622,2198502.22295344,2007636.39881991,1956406.25419229,1934020.31238675,2086533.62421188,1895428.02722356,1664892.40449141,1674874.26755575,2785632.92222889,2209050.5894188,1953412.99428317,1932932.37414029,"d3-Cysteic Acid.Norm.Area",2007636.39881991
"2050","170410_Smp_40ppt4C_A","Cysteic Acid",12.46,NA,1651518,1643673,131760,0.980394112,467.5305085,"170410_Smp_40ppt4C_A Cysteic Acid","170410","Smp","40ppt4C","A",NA,1597066.03085303,1700273.55416289,2660290.61162039,1283201.01567485,1797087.22519631,1518887.61937567,1758531.01186468,1348360.80745299,1522257.94611163,2018688.80053369,1606579.8138044,1454842.67628364,1308531.06973382,1647428.20455493,1707914.27654285,"d3-Cysteic Acid.Norm.Area",1797087.22519631
"2051","170410_Smp_40ppt4C_B","Cysteic Acid",12.375,NA,1729448,1721603,122733,0.924387184,539.0983199,"170410_Smp_40ppt4C_B Cysteic Acid","170410","Smp","40ppt4C","B",NA,1601867.39270945,1676581.62967639,1948726.95649622,1525504.19065557,1756068.95334447,1607611.49240578,1478759.5621633,1790423.81852508,1528979.58723028,1987088.61213056,2029249.43093546,1573456.24901603,1470613.78821909,1771230.8766394,1685783.23123722,"d3-Cysteic Acid.Norm.Area",1756068.95334447
"2052","170410_Smp_40ppt4C_C","Cysteic Acid",12.3,NA,1621547,1613702,98922,0.907726903,Inf,"170410_Smp_40ppt4C_C Cysteic Acid","170410","Smp","40ppt4C","C",NA,1442057.07569717,1427041.99900408,1704477.54906943,1319463.97024141,1613479.53487351,1599207.03207362,1298726.09681309,2247418.33281007,1497339.41564596,1505411.13566597,2633081.73505197,1543228.80778007,1610923.23563422,1457661.99313113,1362148.16877914,"d3-Cysteic Acid.Norm.Area",1613479.53487351
"2053","170410_Poo_April10AqExtractsFull_1","DHPS",NA,"overloaded?",4363894784,4363852674,131006752,1.61958391,189.1881078,"170410_Poo_April10AqExtractsFull_1 DHPS","170410","Poo","April10AqExtractsFull","1",4363894784,3736632511.74691,3846082146.39005,3733290296.72741,3935630437.38867,3960985827.63404,4032319200.43928,4527560051.92411,2905117574.67989,3698539847.63408,4945404784.11877,2962053890.82599,3906788302.65437,3989826232.58434,4163205078.18969,4444776451.28485,"15N AMP.Norm.Area",4444776451.28485
"2054","170410_Poo_April10AqExtractsFull_2","DHPS",9.18,"overloaded?",5087427584,5087385474,131553288,1.626462989,181.5548379,"170410_Poo_April10AqExtractsFull_2 DHPS","170410","Poo","April10AqExtractsFull","2",5087427584,4567065381.28691,4882326000.75549,4660544995.19721,4362226294.90142,4736818357.05101,5223414006.33081,4858001318.85102,5602003832.91291,4781598918.09216,4804996655.41014,5583582152.5691,5256870920.53075,5170587665.27415,5257264651.34264,4920533257.43051,"15N AMP.Norm.Area",4920533257.43051
"2055","170410_Poo_April10AqExtractsFull_3","DHPS",9.18,"overloaded?",5095230464,5095188354,130801464,1.624197479,2718.953452,"170410_Poo_April10AqExtractsFull_3 DHPS","170410","Poo","April10AqExtractsFull","3",5095230464,4522243630.07464,4606339129.4557,4156780472.59797,5308937173.21936,4018566406.81807,4742301416.50131,4711820340.8523,6188281303.31546,4881392371.13582,4478962380.06835,5781068206.27768,5402792422.3457,5102390202.74502,4817327594.45416,4343126719.70608,"15N AMP.Norm.Area",4343126719.70608
"2056","170410_Poo_April10AqExtractsHalf_1","DHPS",8.71,NA,2383418112,2383376002,55342732,1.633533215,253.2577353,"170410_Poo_April10AqExtractsHalf_1 DHPS","170410","Poo","April10AqExtractsHalf","1",4766836224,3958559256.29237,4509850775.54423,3019170868.35381,3972491559.73185,5067604874.2977,4185192405.53656,2929001027.64695,4240121811.88154,3795251832.85661,3798800446.5159,3767599524.86652,2729314244.38891,3752330586.5333,3646506750.71557,4323042302.34507,"15N AMP.Norm.Area",4323042302.34507
"2057","170410_Poo_April10AqExtractsHalf_2","DHPS",8.84,NA,2703671296,2703629186,59548704,1.644789309,269.047447,"170410_Poo_April10AqExtractsHalf_2 DHPS","170410","Poo","April10AqExtractsHalf","2",5407342592,4733025448.78524,4358845905.84799,3243083344.745,4768396163.11537,4603981274.62237,4292161731.31341,3971880694.47566,5432564509.26057,4382374083.62326,3822480552.55767,4935929691.29927,3218019812.90618,4749903822.07003,4044643939.07465,4325444296.47821,"15N AMP.Norm.Area",4325444296.47821
"2058","170410_Poo_April10AqExtractsHalf_3","DHPS",8.89,NA,2257897728,2257855618,54242080,1.666005956,520.2325331,"170410_Poo_April10AqExtractsHalf_3 DHPS","170410","Poo","April10AqExtractsHalf","3",4515795456,3471686198.00516,3943342515.57864,3371710248.10589,5283147323.94764,4193981991.42546,3758968925.892,3436446058.11679,3978179874.24297,3890520213.83613,3131416862.75392,3524443692.83617,2682994590.6699,4032574607.47086,3864045232.98417,4014627542.43315,"15N AMP.Norm.Area",4014627542.43315
"2059","170410_Smp_32ppt-1C_A","DHPS",9.155,"overloaded?",4280296704,4280254594,111570432,1.700549417,128.7684414,"170410_Smp_32ppt-1C_A DHPS","170410","Smp","32ppt-1C","A",NA,3815307069.3901,3727959721.35019,5145655861.28419,5347283087.83525,3784357886.95654,3881633221.03887,4459693811.70137,3714142524.60316,4021301017.50704,3155955939.51264,3830194242.52342,4217988837.48839,4243384485.85699,4372691408.22186,3651556521.69758,"15N AMP.Norm.Area",3651556521.69758
"2060","170410_Smp_32ppt-1C_B","DHPS",9.175,"overloaded?",4612551168,4612509058,107918288,1.631596567,4057.619818,"170410_Smp_32ppt-1C_B DHPS","170410","Smp","32ppt-1C","B",NA,4076004999.43562,3537699214.76487,3768251632.47237,4823183420.02296,3867367404.34064,4420041242.65879,4901823540.73515,4570335759.11678,4119093606.34744,3094122553.12257,4802666809.8138,4827750579.29872,4875242948.53605,4008264400.06545,3764224370.85761,"15N AMP.Norm.Area",3764224370.85761
"2061","170410_Smp_32ppt-1C_C","DHPS",9.165,"overloaded?",4296716288,4296674178,129330648,1.649592846,83.75372921,"170410_Smp_32ppt-1C_C DHPS","170410","Smp","32ppt-1C","C",NA,4210551882.05324,4051295449.84033,3467508184.0574,5458182700.78435,3710412712.53737,4121953262.74257,4477540535.89142,3753954030.06148,4184562265.1718,3114452322.84735,3858331368.24686,4175470242.46174,4016801080.76797,3430063834.23423,3507043524.97305,"15N AMP.Norm.Area",3507043524.97305
"2062","170410_Smp_32ppt4C_A","DHPS",9.165,"overloaded?",3982488320,3982446210,121586568,1.605512758,248.0986727,"170410_Smp_32ppt4C_A DHPS","170410","Smp","32ppt4C","A",NA,3839494423.17946,3691970875.58498,2821053833.14282,3127758537.39801,4006464110.1837,3239495096.80909,3770093336.06671,3020982678.34216,3878271902.51352,4893013423.6782,3520021630.41502,3402244807.93064,3342191649.80522,3610930000.53525,3510306199.05061,"15N AMP.Norm.Area",3510306199.05061
"2063","170410_Smp_32ppt4C_B","DHPS",9.165,"overloaded?",3952191232,3952149122,124532360,1.698446328,1324.995873,"170410_Smp_32ppt4C_B DHPS","170410","Smp","32ppt4C","B",NA,3494336378.60272,3782551378.22034,2539071446.81653,2940050142.38524,3420623972.32409,3323781692.70468,3754274192.01992,2969069235.0404,3807109404.4683,4452407612.11642,3450304160.77949,2971849542.37649,2962881907.91127,2987927812.15457,3729744876.42947,"15N AMP.Norm.Area",3729744876.42947
"2064","170410_Smp_32ppt4C_C","DHPS",9.165,"overloaded?",4045194752,4045152642,129177384,1.642306126,93.77635109,"170410_Smp_32ppt4C_C DHPS","170410","Smp","32ppt4C","C",NA,5128312285.37992,3877464846.80336,3890989283.27842,2930957720.86045,4465274876.44249,4179292842.47122,3686857578.468,3334363088.90715,4076166280.47141,5361586318.30654,3497029106.86482,3074087806.31874,3060402341.68182,4001353207.06236,4702508866.33676,"15N AMP.Norm.Area",4702508866.33676
"2065","170410_Smp_40ppt-1C_A","DHPS",9.175,"overloaded?",5537678336,5537636226,133054088,1.590809884,568.7792631,"170410_Smp_40ppt-1C_A DHPS","170410","Smp","40ppt-1C","A",NA,5117555619.17894,5770441851.82136,7310162229.90189,6468750841.3802,5061825537.55632,5135315259.63062,4987685118.79168,5078486492.07801,4760833339.37757,5450378046.73197,4352088082.49751,6835511948.87717,5709956278.32902,4985989921.55725,5759537899.24717,"15N AMP.Norm.Area",5759537899.24717
"2066","170410_Smp_40ppt-1C_B","DHPS",9.16,"overloaded?",5848171008,5848128898,133416536,1.559495608,311.3037029,"170410_Smp_40ppt-1C_B DHPS","170410","Smp","40ppt-1C","B",NA,5457161324.08197,4854058629.6023,7018195923.3338,4990515496.14556,4242584052.17158,5000197006.30993,5128837025.17892,6061402126.45114,5554941840.4676,5109205950.78814,4602882011.79313,7741818144.01513,6314827393.45398,6300442241.32246,5006489341.37038,"15N AMP.Norm.Area",5006489341.37038
"2067","170410_Smp_40ppt-1C_C","DHPS",9.18,"overloaded?",5875361792,5875319682,133699672,1.581456987,28939.67738,"170410_Smp_40ppt-1C_C DHPS","170410","Smp","40ppt-1C","C",NA,5132248803.25438,5800574965.26201,6771814080.07647,6174466353.4584,5638422042.54821,5494542813.77895,5431672172.56437,5860003926.10417,5323286216.09122,4675829765.52595,4703863704.7197,7823415674.45964,6204091310.46064,5486136280.2749,5428616711.42938,"15N AMP.Norm.Area",5428616711.42938
"2068","170410_Smp_40ppt4C_A","DHPS",9.18,"overloaded?",4530535424,4530493314,129127424,1.633811378,115.7658426,"170410_Smp_40ppt4C_A DHPS","170410","Smp","40ppt4C","A",NA,4381159773.76373,4664284353.92492,7297856186.90246,3520147923.07907,4929868965.26091,4166696436.04037,4824099430.61808,3698897863.96456,4175942102.55305,5537778650.21752,4407258508.79262,3991004809.66602,3589634726.85957,4519316071.17382,4685244805.70767,"15N AMP.Norm.Area",4685244805.70767
"2069","170410_Smp_40ppt4C_B","DHPS",9.18,"overloaded?",4642501120,4642459010,130359976,1.600855955,232.2756038,"170410_Smp_40ppt4C_B DHPS","170410","Smp","40ppt4C","B",NA,4300025883.83408,4500587524.77326,5231129862.30745,4095037788.75294,4713961959.36444,4315445248.4369,3969557294.32386,4806183581.56902,4104367084.85813,5334107245.40741,5447283038.21637,4223759487.60988,3947690915.76882,4754662371.21728,4525288149.22218,"15N AMP.Norm.Area",4525288149.22218
"2070","170410_Smp_40ppt4C_C","DHPS",9.185,"overloaded?",4877157376,4877115266,126290072,1.569034261,5180.626866,"170410_Smp_40ppt4C_C DHPS","170410","Smp","40ppt4C","C",NA,4337302158.58649,4292141030.32753,5126589146.4573,3968576572.14323,4852892709.57511,4809965034.76553,3906202880.62922,6759602341.97482,4503575891.04307,4527853354.99115,7919569402.37907,4641598277.89158,4845204080.32775,4384237361.92311,4096958637.99573,"15N AMP.Norm.Area",4096958637.99573
